LS; nlkp_i_8; 16748.9; 1.25585e+06; 2160; 112.577; 
LS; nlkp_i_8; 16715.6; 1.25585e+06; 1040; 53.61; 
LS; nlkp_i_8; 16744.4; 1.25584e+06; 2328; 118.988; 
LS; nlkp_i_8; 16739.8; 1.25585e+06; 1942; 99.106; 
LS; nlkp_i_8; 16741.8; 1.25584e+06; 2328; 119.342; 
LS; nlkp_i_8; 16720.2; 1.25585e+06; 1798; 91.406; 
LS; nlkp_i_8; 16751.5; 1.25585e+06; 808; 41.515; 
LS; nlkp_i_8; 16691.7; 1.25584e+06; 507; 26.08; 
LS; nlkp_i_8; 16743; 1.25584e+06; 2294; 117.769; 
LS; nlkp_i_8; 16740.6; 1.25585e+06; 2129; 108.611; 
Best; nlkp_i_8; 16751.5; 1.25585e+06; 808; 41.515; 

