LS; nlkp_i_13; 16434.4; 6980.48; 707; 119.844; 
LS; nlkp_i_13; 16454.3; 6980.99; 695; 118.353; 
LS; nlkp_i_13; 16418.5; 6980.99; 710; 119.729; 
LS; nlkp_i_13; 16437.4; 6980.96; 707; 119.568; 
LS; nlkp_i_13; 16450; 6980.98; 659; 113.156; 
LS; nlkp_i_13; 16450.7; 6980.99; 658; 110.991; 
LS; nlkp_i_13; 16437.6; 6980.97; 628; 106.041; 
LS; nlkp_i_13; 16449.2; 6980.96; 437; 74.577; 
LS; nlkp_i_13; 16451.1; 6980.95; 691; 119.378; 
LS; nlkp_i_13; 16441; 6980.95; 710; 120.007; 
Best; nlkp_i_13; 16454.3; 6980.99; 695; 118.353; 

