LS; nlkp_i_6; 16018.8; 6954; 638; 112.499; 
LS; nlkp_i_6; 16034.7; 6952.33; 682; 119.963; 
LS; nlkp_i_6; 16071.2; 6953.99; 537; 94.319; 
LS; nlkp_i_6; 16051.5; 6953.95; 656; 114.66; 
LS; nlkp_i_6; 16022.2; 6953.97; 652; 114.435; 
LS; nlkp_i_6; 16070.5; 6953.99; 683; 119.582; 
LS; nlkp_i_6; 16058; 6953.98; 590; 102.285; 
LS; nlkp_i_6; 16053.7; 6953.99; 690; 119.991; 
LS; nlkp_i_6; 16052; 6953.98; 656; 115.313; 
LS; nlkp_i_6; 16055.5; 6953.99; 495; 86.958; 
Best; nlkp_i_6; 16071.2; 6953.99; 537; 94.319; 

