LS; nlkp_i_9; 81876.5; 6.2463e+06; 344; 118.547; 
LS; nlkp_i_9; 81994.4; 6.2463e+06; 341; 117.966; 
LS; nlkp_i_9; 82097.2; 6.2463e+06; 333; 114.851; 
LS; nlkp_i_9; 81739.5; 6.2463e+06; 340; 117.525; 
LS; nlkp_i_9; 82147.2; 6.2463e+06; 345; 118.824; 
LS; nlkp_i_9; 81954.7; 6.2463e+06; 335; 115.784; 
LS; nlkp_i_9; 81865.4; 6.2463e+06; 338; 116.71; 
LS; nlkp_i_9; 82213.4; 6.2463e+06; 345; 119.143; 
LS; nlkp_i_9; 81928.2; 6.2463e+06; 335; 115.18; 
LS; nlkp_i_9; 82389.1; 6.2463e+06; 339; 117.434; 
Best; nlkp_i_9; 82389.1; 6.2463e+06; 339; 117.434; 

