LS; nlkp_i_2; 17525.7; 1.26885e+06; 2179; 111.119; 
LS; nlkp_i_2; 17541.9; 1.26884e+06; 1996; 103.35; 
LS; nlkp_i_2; 17535.4; 1.26884e+06; 2234; 114.301; 
LS; nlkp_i_2; 17534.8; 1.26884e+06; 1206; 61.76; 
LS; nlkp_i_2; 17542.5; 1.26885e+06; 1916; 99.106; 
LS; nlkp_i_2; 17552.3; 1.26885e+06; 2013; 104.21; 
LS; nlkp_i_2; 17550.7; 1.26885e+06; 1844; 96.254; 
LS; nlkp_i_2; 17539.7; 1.26885e+06; 1060; 55.903; 
LS; nlkp_i_2; 17558.4; 1.26885e+06; 2291; 118.319; 
LS; nlkp_i_2; 17551.7; 1.26885e+06; 2191; 112.645; 
Best; nlkp_i_2; 17558.4; 1.26885e+06; 2291; 118.319; 

