LS; nlkp_i_13; 442.204; 255.993; 21; 0.913; 
LS; nlkp_i_13; 442.075; 255.946; 380; 16.004; 
LS; nlkp_i_13; 440.866; 256; 2736; 116.297; 
LS; nlkp_i_13; 442.196; 255.946; 1932; 82.15; 
LS; nlkp_i_13; 442.166; 255.988; 1848; 78.231; 
LS; nlkp_i_13; 440.302; 255.992; 18; 0.808; 
LS; nlkp_i_13; 442.203; 255.983; 26; 1.126; 
LS; nlkp_i_13; 440.319; 255.988; 1821; 77.203; 
LS; nlkp_i_13; 442.153; 255.974; 957; 40.522; 
LS; nlkp_i_13; 442.216; 255.986; 22; 0.963; 
Best; nlkp_i_13; 442.216; 255.986; 22; 0.963; 

