LS; nlkp_i_18; 3291.83; 1375.98; 1873; 115.668; 
LS; nlkp_i_18; 3291.28; 1375.96; 1446; 90.288; 
LS; nlkp_i_18; 3292.37; 1376; 1747; 108.084; 
LS; nlkp_i_18; 3295.29; 1375.99; 1927; 119.086; 
LS; nlkp_i_18; 3295.65; 1376; 1643; 100.996; 
LS; nlkp_i_18; 3295.87; 1375.96; 1681; 104.124; 
LS; nlkp_i_18; 3291.44; 1376; 1777; 109.6; 
LS; nlkp_i_18; 3291.51; 1375.99; 454; 28.036; 
LS; nlkp_i_18; 3292.52; 1376; 1472; 91.004; 
LS; nlkp_i_18; 3295.18; 1375.98; 1647; 101.565; 
Best; nlkp_i_18; 3295.87; 1375.96; 1681; 104.124; 

