LS; nlkp_i_11; 6864.66; 507794; 4432; 89.023; 
LS; nlkp_i_11; 6865.19; 507799; 5434; 108.977; 
LS; nlkp_i_11; 6863.96; 507800; 5188; 103.399; 
LS; nlkp_i_11; 6866.55; 507799; 5444; 108.204; 
LS; nlkp_i_11; 6865.82; 507798; 4330; 87.618; 
LS; nlkp_i_11; 6866.37; 507797; 5782; 115.442; 
LS; nlkp_i_11; 6866.63; 507795; 5255; 104.95; 
LS; nlkp_i_11; 6864.02; 507791; 4546; 89.86; 
LS; nlkp_i_11; 6861.21; 507800; 5364; 107.512; 
LS; nlkp_i_11; 6863.93; 507795; 5332; 105.058; 
Best; nlkp_i_11; 6866.63; 507795; 5255; 104.95; 

