NOT LS; nlkp_i_7; 15883.5; 6849.61; 712; 120.106; 
NOT LS; nlkp_i_7; 15883.4; 6849.99; 696; 117.237; 
NOT LS; nlkp_i_7; 15882; 6849.98; 705; 120.013; 
NOT LS; nlkp_i_7; 15871.2; 6849.99; 694; 117.533; 
NOT LS; nlkp_i_7; 15869.4; 6848.68; 702; 119.149; 
NOT LS; nlkp_i_7; 15886.2; 6849.32; 715; 120.092; 
NOT LS; nlkp_i_7; 15862.3; 6848.91; 713; 119.55; 
NOT LS; nlkp_i_7; 15891; 6849.98; 708; 118.52; 
NOT LS; nlkp_i_7; 15880.8; 6849.96; 664; 111.637; 
NOT LS; nlkp_i_7; 15879.2; 6849.98; 689; 116.159; 
Best; nlkp_i_7; 15891; 6849.98; 708; 118.52; 

