NOT LS; nlkp_i_14; 16317; 7005.91; 704; 119.034; 
NOT LS; nlkp_i_14; 16315.3; 7005.96; 719; 120.118; 
NOT LS; nlkp_i_14; 16312.9; 7005.99; 715; 120.11; 
NOT LS; nlkp_i_14; 16328.1; 7005.58; 711; 119.029; 
NOT LS; nlkp_i_14; 16325.4; 7005.96; 684; 114.771; 
NOT LS; nlkp_i_14; 16311.2; 7005.76; 720; 119.749; 
NOT LS; nlkp_i_14; 16310.4; 7005.98; 718; 119.827; 
NOT LS; nlkp_i_14; 16318.4; 7005.9; 718; 119.986; 
NOT LS; nlkp_i_14; 16317.9; 7006; 666; 111.163; 
NOT LS; nlkp_i_14; 16314.4; 7005.99; 614; 103.023; 
Best; nlkp_i_14; 16328.1; 7005.58; 711; 119.029; 

