NOT LS; nlkp_i_8; 1873.83; 663.978; 200; 9.878; 
NOT LS; nlkp_i_8; 1874.89; 663.995; 2048; 101.025; 
NOT LS; nlkp_i_8; 1871.31; 663.996; 1755; 86.158; 
NOT LS; nlkp_i_8; 1876.13; 663.996; 1488; 72.938; 
NOT LS; nlkp_i_8; 1877.61; 663.969; 1943; 99.543; 
NOT LS; nlkp_i_8; 1873.89; 663.99; 2080; 108.244; 
NOT LS; nlkp_i_8; 1875.12; 663.983; 876; 43.18; 
NOT LS; nlkp_i_8; 1874.6; 663.972; 2198; 108.891; 
NOT LS; nlkp_i_8; 1876.7; 663.998; 2105; 104.71; 
NOT LS; nlkp_i_8; 1874.48; 663.972; 1923; 95.178; 
Best; nlkp_i_8; 1877.61; 663.969; 1943; 99.543; 

