LS; nlkp_i_18; 365.344; 148.898; 13; 0.556; 
LS; nlkp_i_18; 366.334; 148.995; 13; 0.561; 
LS; nlkp_i_18; 366.072; 148.885; 13; 0.547; 
LS; nlkp_i_18; 365.801; 148.866; 228; 9.094; 
LS; nlkp_i_18; 366.252; 148.918; 11; 0.468; 
LS; nlkp_i_18; 366.33; 148.987; 12; 0.508; 
LS; nlkp_i_18; 366.093; 148.948; 12; 0.516; 
LS; nlkp_i_18; 366.151; 148.972; 11; 0.47; 
LS; nlkp_i_18; 365.778; 148.951; 10; 0.447; 
LS; nlkp_i_18; 366.369; 148.985; 2765; 110.459; 
Best; nlkp_i_18; 366.369; 148.985; 2765; 110.459; 

