LS; nlkp_i_13; 7501.33; 474398; 5421; 108.501; 
LS; nlkp_i_13; 7499.05; 474396; 3441; 68.576; 
LS; nlkp_i_13; 7501.11; 474395; 4618; 92.747; 
LS; nlkp_i_13; 7504.63; 474400; 4988; 99.729; 
LS; nlkp_i_13; 7503.37; 474395; 3125; 62.221; 
LS; nlkp_i_13; 7504.56; 474392; 5553; 112.008; 
LS; nlkp_i_13; 7488.87; 474174; 5142; 103.079; 
LS; nlkp_i_13; 7508.89; 474399; 5472; 109.321; 
LS; nlkp_i_13; 7502.92; 474400; 5678; 112.845; 
LS; nlkp_i_13; 7509.4; 474397; 5834; 116.864; 
Best; nlkp_i_13; 7509.4; 474397; 5834; 116.864; 

