LS; nlkp_i_5; 6949.56; 2796.95; 1322; 114.62; 
LS; nlkp_i_5; 6953.26; 2796.99; 1165; 100.798; 
LS; nlkp_i_5; 6960.9; 2796.98; 1332; 116.03; 
LS; nlkp_i_5; 6962.66; 2796.96; 1162; 100.292; 
LS; nlkp_i_5; 6962.41; 2796.96; 1103; 96.153; 
LS; nlkp_i_5; 6963.33; 2796.99; 1317; 114.193; 
LS; nlkp_i_5; 6945.43; 2796.99; 1279; 110.741; 
LS; nlkp_i_5; 6965.06; 2797; 883; 76.975; 
LS; nlkp_i_5; 6962.51; 2796.99; 1376; 119.918; 
LS; nlkp_i_5; 6960.68; 2796.96; 1200; 106.122; 
Best; nlkp_i_5; 6965.06; 2797; 883; 76.975; 

