LS; nlkp_i_1; 5852.1; 2872.99; 880; 76.516; 
LS; nlkp_i_1; 5855.38; 2872.96; 1371; 119.222; 
LS; nlkp_i_1; 5854.57; 2872.95; 1368; 119.291; 
LS; nlkp_i_1; 5848.66; 2872.95; 1259; 109.896; 
LS; nlkp_i_1; 5850.29; 2873; 1298; 112.119; 
LS; nlkp_i_1; 5842.63; 2872.97; 1276; 110.607; 
LS; nlkp_i_1; 5851.66; 2872.96; 1326; 114.361; 
LS; nlkp_i_1; 5853.04; 2873; 1239; 106.858; 
LS; nlkp_i_1; 5848.21; 2872.96; 1348; 117.701; 
LS; nlkp_i_1; 5851.08; 2872.95; 984; 85.636; 
Best; nlkp_i_1; 5855.38; 2872.96; 1371; 119.222; 

