LS; nlkp_i_7; 83133.4; 6.20355e+06; 347; 119.846; 
LS; nlkp_i_7; 83253.2; 6.20338e+06; 348; 120.079; 
LS; nlkp_i_7; 83523.7; 6.20225e+06; 347; 120.321; 
LS; nlkp_i_7; 83282.3; 6.20355e+06; 330; 113.821; 
LS; nlkp_i_7; 83387.3; 6.20268e+06; 345; 120.155; 
LS; nlkp_i_7; 82964.5; 6.20355e+06; 336; 116.636; 
LS; nlkp_i_7; 82949.8; 6.20354e+06; 345; 119.112; 
LS; nlkp_i_7; 83106.3; 6.20314e+06; 348; 120.148; 
LS; nlkp_i_7; 83022.1; 6.20355e+06; 342; 118.048; 
LS; nlkp_i_7; 82567.5; 6.20354e+06; 335; 117.698; 
Best; nlkp_i_7; 83523.7; 6.20225e+06; 347; 120.321; 

